gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene_74	4.73448984537308	1.11562355545605	1.25076818701036	0.891950696413749	0.372419359639127	0.999956330866741
gene_75	366.041790661636	0.0845864908256459	0.300311053563028	0.281662928560481	0.778201982735298	0.999956330866741
gene_76	749.101608814152	0.383594589513005	0.244530614908285	1.56869760318919	0.116718417358956	0.994747511115082
gene_77	3.45233165246177	-2.05453357751003	2.07876796624883	-0.988341946223785	0.322985208847567	0.999956330866741
gene_78	12.5046381009699	1.59186985749244	1.2110598842209	1.31444355331489	0.188696981917018	0.999956330866741
gene_79	31.70299831958	-0.68895133888569	0.431937070724873	-1.59502711292989	0.110706172903099	0.982355129220846
gene_80	19.0058030217185	3.39958573248383	1.29824523908704	2.6186005772488	0.00882912598358818	0.308538938921473
gene_81	90.8266367110823	0.639601878901703	0.714733108503693	0.894882119342031	0.370850106054728	0.999956330866741
gene_82	98.1284050343771	-0.254362544407508	0.362208193090771	-0.702255082186293	0.48252010004261	0.999956330866741
gene_83	142.1706586988	-0.0688067750844916	0.299787465093757	-0.229518519271553	0.818465928470987	0.999956330866741
gene_84	117.440632009347	-0.943480025900392	1.33184941186861	-0.708398425146781	0.478697870154998	0.999956330866741
gene_85	10.8460891937148	6.90056531594406	1.79842766000911	3.83699910170928	1.24546927501926e-4	0.0154519039730752
gene_86	7.64751989778693	0.613979728614186	1.04881670574501	0.585402316011027	0.558277231850992	0.999956330866741
gene_87	140.259532734775	-0.205398203439369	0.270701565350519	-0.758762525711325	0.447994626464631	0.999956330866741
gene_88	3783.8668802838	-0.113939943637844	0.173592310929083	-0.656365152511806	0.511589206349496	0.999956330866741
gene_89	22.3270282493452	0.534337979115025	0.889132409685111	0.600965585434303	0.547862908328521	0.999956330866741
gene_90	182.611239203363	0.105847972746583	0.267299842854643	0.395989655722106	0.692112659354408	0.999956330866741
gene_91	12.6805183162588	0.655574115203776	1.18756157905514	0.552033786513515	0.580925205255182	0.999956330866741
gene_92	106.09243099378	0.320664925497555	0.305395145709052	1.05000007368503	0.293718078874049	0.999956330866741
gene_93	217.814296506606	-0.222762940920391	0.278820248685908	-0.798948218324467	0.424320438035586	0.999956330866741
gene_94	463.552583121854	0.079083615587347	0.323889549111993	0.244168469789069	0.807100345584641	0.999956330866741
gene_95	140.193863699937	-0.179499080967623	0.287401840568509	-0.624557868566728	0.532261278743485	0.999956330866741
gene_96	9.14661626643342	-1.19265232592496	0.888778804263078	-1.34190005455164	0.179628404076739	0.999956330866741
gene_97	54.6813610197692	0.13179819830876	0.434745903181342	0.303161449813098	0.761766825963467	0.999956330866741
gene_98	24.4557418654705	1.13412315201581	0.530780547478229	2.1367082071942902	0.0326217320597749	0.628276906772932
gene_99	170.042953296492	-0.105082190195113	0.387413056010672	-0.271240704371663	0.786205908414867	0.999956330866741
gene_100	179.142014093519	0.956580586925339	0.455658090332303	2.0993385330385	0.0357870689447716	0.657211034353104
gene_101	36.5694349192573	0.136990437108797	0.479956781218733	0.285422443164451	0.775320515178156	0.999956330866741
gene_102	181.140600700631	1.01819574706037	0.742881200189832	1.37060373421778	0.170498518267739	0.999956330866741
gene_103	251.893458323833	-0.194547335009307	0.240143010000709	-0.810131158965368	0.417864797733106	0.999956330866741
gene_104	9.19578380698612	-0.417411655220357	0.751901000860605	-0.555141773641209	0.578797691719017	0.999956330866741
gene_105	17.1885180279483	-0.619465416224797	0.916059153702564	-0.676228618775346	0.498895504991395	0.999956330866741
gene_106	47.1222090174342	-0.461042028503125	0.38883451695655	-1.18570242197568	0.235739837744147	0.999956330866741
gene_107	147.925028064615	0.177748370777117	0.397542002241919	0.447118467419075	0.654789525749666	0.999956330866741
gene_108	15.4313142572357	0.0713628387274079	1.08660444415491	0.0656750845363136	0.947636509236059	0.999956330866741
gene_109	8.47096590206982	0.442680582104024	0.895680152011123	0.494239579955018	0.621136990107755	0.999956330866741
gene_110	2252.69836448049	0.119917640845006	0.250530107873903	0.478655606955484	0.632183652169249	0.999956330866741
gene_111	685.351952364722	0.137881852866685	0.214897075760755	0.641618097308073	0.521121179605522	0.999956330866741
gene_112	26.6536065460841	0.534237542101768	0.822407288335586	0.649602149298768	0.515949244396488	0.999956330866741
gene_113	126.107584437643	0.529982189110682	0.270979525289602	1.95580159993371	0.0504885303460007	0.764807384576991
gene_114	125.418241973607	-0.0641105254015669	0.305490375885374	-0.209861031516169	0.833776137261541	0.999956330866741
gene_115	194.248908935359	0.114326734095435	0.266142819968528	0.429569109205933	0.667509111904879	0.999956330866741
gene_116	7.08898456117934	-1.04528862776991	1.27468651024471	-0.820035843612431	0.41219567400639	0.999956330866741
gene_117	67.9332847201974	0.0409021454302016	0.395025432130768	0.10354306863124	0.917531969340381	0.999956330866741
gene_118	177.93114707534	-0.035030898959226	0.319318847927636	-0.109705077500357	0.912643273462571	0.999956330866741
gene_119	556.80917210789	-0.133795960695045	0.295930835336872	-0.452119024848286	0.65118323879106	0.999956330866741
gene_120	7.59024241659814	6.38574991757651	1.59280067309437	4.00913311090633	6.09420584171893e-5	0.00876670076908205
gene_121	97.4267569233103	1.01632359217105	0.552419115618063	1.83976905113784	0.0658021509629297	0.846193312687338
gene_122	82.1197818864138	0.225874979707703	0.346530395720387	0.651818664386254	0.514518159687306	0.999956330866741
gene_123	128.882233242387	-0.201160778566909	0.30541381032384	-0.658649909621349	0.510120605465334	0.999956330866741
gene_124	22.6242457385225	0.912173693576392	0.820024896970659	1.11237316933443	0.265977735781762	0.999956330866741
gene_125	18.9888043354962	0.292404108411951	0.777612116631204	0.376028230731169	0.706895908530298	0.999956330866741
gene_126	22.6843820833337	0.772075028554344	0.572012732804438	1.34975147278462	0.177095715492326	0.999956330866741
gene_127	3.89209076855119	-0.67614796062492	1.27830426340253	-0.528941332656733	0.596846148206827	0.999956330866741
gene_128	145.058514753304	0.00213831094530232	0.322600256376746	0.00662836096077095	0.994711371852129	0.999956330866741
gene_129	5011.07887918837	-0.237381055402896	0.18006596788495	-1.31830049948453	0.187403073823776	0.999956330866741
gene_130	70.4040673825081	0.184971736258127	0.35098496795288	0.527007573392601	0.598188329252906	0.999956330866741
gene_131	115.147859939397	0.456552769513036	0.410499248709666	1.11218905015815	0.266056874897245	0.999956330866741
gene_132	4.96418269716171	-0.411091531747602	1.16718323691648	-0.352208221250369	0.724682111830588	0.999956330866741
gene_133	32.9697961116482	0.137124903752239	0.540418194899154	0.253738502971439	0.799697586193426	0.999956330866741
gene_134	3.73113464774309	-2.249995180005	1.39080970748816	-1.61775918581165	0.10571450536314	0.9716953084906
gene_135	138.219137759518	0.256285597434818	0.336079731677641	0.762573798055278	0.445717615851697	0.999956330866741
gene_136	373.667077759821	0.0957510705843523	0.196837988634887	0.486446093299398	0.626650916796633	0.999956330866741
gene_137	984.86702481316	0.169984868898337	0.175261395364259	0.969893390070553	0.33209963515961	0.999956330866741
gene_138	996.759904597066	-0.0795093451278742	0.18988701622299	-0.418719229515429	0.675421340436302	0.999956330866741
gene_139	73.7723181871221	0.117253247978508	0.33293407165874	0.352181581759806	0.724702088853236	0.999956330866741
gene_140	409.380308893261	-0.213045109712523	0.248756031763082	-0.856441985356276	0.39175334963295	0.999956330866741
gene_141	480.43353121678	0.26715532339054	0.283912374508452	0.940978088232596	0.346716088210025	0.999956330866741
gene_142	553.018191396508	-0.0664731528251137	0.253661265422106	-0.262054802551342	0.793279191687723	0.999956330866741
gene_143	287.408720675841	-1.03772884125714	0.295247976446731	-3.51477037623109	4.40134378326263e-4	0.0407600041690118
gene_144	697.760883199636	-0.746240918943558	0.266725906103404	-2.79778192469335	0.00514548403352453	0.221252863889765
gene_145	505.206391595232	-0.74266287696069	0.367423279658646	-2.02127333262786	0.0432514781191202	0.717906565058267
gene_146	599.970078718758	-0.725053966332502	0.208548840242098	-3.47666266324381	5.07696155472579e-4	0.0452808559997599
gene_147	108.107498277385	0.379461839572603	0.373652892860121	1.01554637157501	0.309845453751606	0.999956330866741
gene_148	173.811626610306	-0.0463697790748556	0.270771750684153	-0.171250431249545	0.864026854732007	0.999956330866741
gene_149	79.2076132412632	-0.546424102732693	0.327269000556642	-1.66964821539253	0.0949889849688302	0.943764074035375
gene_150	3.60773787028133	1.81053054048109	1.44200005560622	1.25556898104275	0.209272283550217	0.999956330866741
gene_151	7.77214757879965	2.02001002244918	1.1038963083772	1.82989109313965	0.0672662255799367	0.85058858383071
gene_152	8.37958637695967	-0.51621562466557	0.776293897029095	-0.664974472478975	0.506066820754	0.999956330866741
gene_153	81.066955277278	1.67273619231135	1.58092897801458	1.0580716879591	0.290022760826317	0.999956330866741
gene_154	340.628381183186	-0.0693308113005843	0.359712264069568	-0.192739637276242	0.847162879371851	0.999956330866741
gene_155	2268.0006451854	0.110782391600682	0.178018374572912	0.622308746872128	0.533738870773427	0.999956330866741
gene_156	12.7954091478698	-1.19054064627935	0.926149089969475	-1.28547407666144	0.198626669898831	0.999956330866741
gene_157	10.3643141272371	-0.365457452535683	1.08426457729941	-0.337055604496398	0.736074983632351	0.999956330866741
gene_158	4.78819284940302	0.265809804665414	1.17551036853912	0.226122892472443	0.821105840047905	0.999956330866741
gene_159	3.97007739060688	-1.29101744288051	1.61526018957456	-0.799262837785004	0.424138022422849	0.999956330866741
gene_160	13.098912151639	1.50648289916998	1.57154015444681	0.958602867961889	0.337758847213929	0.999956330866741
gene_161	225.129239430335	-0.15119934188447	0.226043975158725	-0.668893483129995	0.50356342762388	0.999956330866741
gene_162	436.12505359843	0.277884894415193	0.231867342372044	1.19846499973813	0.230736040892191	0.999956330866741
gene_163	317.789444964956	-1.83958048648185	0.386398064766817	-4.76084290844467	1.92786069580488e-6	5.71030915321984e-4
gene_164	97.396311051435	0.302380017958981	0.329083572325558	0.918854793699153	0.358171527907826	0.999956330866741
gene_165	163.544303534082	-1.12123212990054	0.509286285350218	-2.20157534603452	0.027695319014449	0.573112466432023
gene_166	7.12165124820635	-0.754425760928021	0.960005367603139	-0.785855773714691	0.431951987077357	0.999956330866741
gene_167	763.498589242197	-0.242358288230913	0.288308399291395	-0.840621670497915	0.400559914584906	0.999956330866741
gene_168	4.06905908680656	-0.126859160461963	1.23886284027077	-0.102399681658251	0.91843943634502	0.999956330866741
gene_169	86.6820256447085	0.275230445814241	0.334707665500415	0.822300993324276	0.410905611532364	0.999956330866741
gene_170	115.286374552301	0.103655621752248	0.501022676862552	0.206888084190817	0.836097262635575	0.999956330866741
gene_171	307.077887661661	0.0264809237732793	0.220016193999323	0.120358975818665	0.904198787653121	0.999956330866741
gene_172	43.6415019043354	0.0161715178818092	0.535570666320989	0.0301949283236454	0.975911593300303	0.999956330866741
gene_173	4.01892405779272	-0.00576109654481916	1.48299017803913	-0.00388478401956559	0.996900398605034	0.999956330866741
gene_174	14.8748795394486	0.183541468929779	0.708861878969025	0.258924163331683	0.7956937541329	0.999956330866741
gene_175	108.39993700353	0.175264643149907	0.321712681376049	0.54478624342769	0.58590054108309	0.999956330866741
gene_176	16.1440974274213	1.00201507754911	1.12244848390123	0.892704736048522	0.372015313450952	0.999956330866741
gene_177	23.2222697997872	-0.574859886604941	0.491602263680043	-1.16935972243424	0.242258730394833	0.999956330866741
gene_178	150.518752396934	-0.0246951217326926	0.32793743154216	-0.0753043701554933	0.93997254447654	0.999956330866741
gene_179	24.8994353284984	-0.352629775081632	0.841488752005418	-0.419054650749939	0.675176192299564	0.999956330866741
gene_180	887.871233176898	0.0498487758098017	0.567614794759416	0.0878214878647237	0.930018558903244	0.999956330866741
gene_181	4769.60109154827	-0.0368607206808566	0.223196647593458	-0.165149078529157	0.868826644244543	0.999956330866741
gene_182	854.269341994752	-0.0904069333005545	0.202121532998212	-0.447289964406486	0.654665711984681	0.999956330866741
gene_183	84.7553230131693	-0.541804192820019	0.345697814120923	-1.56727688370774	0.11704998620604	0.994747511115082
gene_184	197.91333388896	-0.233375579883128	0.321730339186511	-0.725376352361464	0.468221176411733	0.999956330866741
gene_185	20.9988373950778	0.254795814136863	0.59695778271224	0.426823841678074	0.669507639706649	0.999956330866741
gene_186	43.2941664860502	0.288436201042681	0.429267690983873	0.671926182894387	0.501630690884022	0.999956330866741
gene_187	6.88699655016141	-0.573812573706054	0.946409130681409	-0.606304984920118	0.544312249029204	0.999956330866741
gene_188	11.4731768676654	0.446000150190323	0.829523330762021	0.537658355890504	0.590812934467866	0.999956330866741
gene_189	18.8655375464028	0.428494357698361	0.709512197389459	0.603928106204431	0.545891441535228	0.999956330866741
gene_190	8.07388162916075	-0.772783146623857	1.31102835405663	-0.589448080381088	0.555560731222834	0.999956330866741
gene_191	184.801812252256	-0.429673348791184	0.272757433731489	-1.57529473317368	0.115188429129154	0.992630155681157
gene_192	30.2650069700639	0.839269252922614	0.824140246677746	1.01835732001423	0.308508177256276	0.999956330866741
gene_193	3.55310025121418	-1.3693341481325	1.29428213841604	-1.05798736418344	0.290061203159152	0.999956330866741
gene_194	65.293828410018	0.973742134669534	1.47975620719349	0.658042270703726	0.510510969478726	0.999956330866741
gene_195	5.28459810372958	-1.83714339522784	1.28256797778528	-1.43239456079372	0.152030934312433	0.999956330866741
gene_196	1230.8087639167	-0.127878456148735	0.176570992015219	-0.724232529303078	0.468922991086763	0.999956330866741
gene_197	9.56696378010218	0.0874669709843155	0.913524393635476	0.0957467272835819	0.923721728343625	0.999956330866741
gene_198	3864.98915263014	0.0701686310929758	0.433386356600666	0.161907798951851	0.871378461180331	0.999956330866741
gene_199	6278.72345414255	0.0700080213381438	0.423484532646436	0.165314234502616	0.868696655454386	0.999956330866741
gene_200	64.2023896348215	0.00609292818686013	0.382839592381885	0.0159150942277213	0.987302128075379	0.999956330866741
gene_201	155.097672877875	0.0564607192137655	0.27372841009666	0.206265470192984	0.836583549346475	0.999956330866741
gene_202	7.02698048695118	0.0591019492778363	0.877818357412986	0.0673282220390279	0.946320409920034	0.999956330866741
gene_203	6.14445628470305	-0.576685615625002	0.924795842828584	-0.623581539749518	0.532902437154742	0.999956330866741
gene_204	7.85052058848209	-0.208924656317258	1.18493315265815	-0.176317673151924	0.860044378369284	0.999956330866741
gene_205	4.49345410921955	1.2322952567768	2.01552871896756	0.611400495155453	0.540934474926659	0.999956330866741
gene_206	364.1756395325	0.3112178979193	0.306892632976901	1.01409373988695	0.310538024865876	0.999956330866741
gene_207	408.966899946603	0.0160832737119031	0.251785351707846	0.0638769237479908	0.949068226927277	0.999956330866741
gene_208	811.163764705301	0.00994582370631051	0.199670492133192	0.0498111844171548	0.960272853872358	0.999956330866741
gene_209	17.587719325451	-0.106471001336129	0.603678287038845	-0.176370433759328	0.860002930980824	0.999956330866741
gene_210	4.56601876996501	0.60380302254715	1.37878904547833	0.437922700740402	0.661442319070882	0.999956330866741
gene_211	561.048403965665	0.0891832481037435	0.231053374755687	0.385985481484721	0.699507421304177	0.999956330866741
gene_212	42.2277865955341	0.344454981716454	0.43613667364967	0.789786785949442	0.429652297431045	0.999956330866741
gene_213	1513.53877900314	-0.205287980703336	0.28382759429851	-0.723284080995409	0.469505370924044	0.999956330866741
gene_214	6321.07364211272	-0.291753340243195	0.238219296118176	-1.22472589331497	0.220678514725795	0.999956330866741
gene_215	155.034644679383	-0.503658343858688	0.404805400520355	-1.24419867721938	0.213426450486729	0.999956330866741
gene_216	4.48059996524937	5.62484502925466	1.90590906174469	2.9512662183922	0.00316474017836594	0.159368691416207
gene_217	8.07092327431855	1.62680192224333	0.988025739728465	1.64651775437593	0.0996572078304335	0.95482025215432
gene_218	98.0481330447357	-0.0906864242835247	0.488295221823447	-0.185720482672088	0.852663964914964	0.999956330866741
gene_219	976.643136363955	0.520141768658821	0.56815751341573	0.915488674138549	0.359935145576287	0.999956330866741
gene_220	36.6191746190018	0.698265180002256	0.443628942288963	1.57398472786618	0.115490980196347	0.992630155681157
gene_221	3.20731179065775	-5.15518048056894	2.04563349390328	-2.52008998480579	0.0117324836592261	0.366294305257751
gene_222	67.3895008061194	0.25599000912132	0.32636768889621	0.784360761897384	0.432828455349971	0.999956330866741
gene_223	8.44400893463538	2.86430709132723	1.05782338897133	2.7077365855113	0.00677437672246749	0.263302966276741
gene_224	405.9069685675	-0.0303354523277569	0.198030905274977	-0.153185444896262	0.87825203549073	0.999956330866741
gene_225	4.40200003650403	-0.998199906201	1.11883228647634	-0.892180104441514	0.372296404384423	0.999956330866741
gene_226	8.3474034559063	-0.272499780372656	0.981516964217213	-0.277631248676361	0.781295441820237	0.999956330866741
gene_227	74.7617203458736	-0.0621400539574204	0.375406192615864	-0.16552751440892	0.8685287951638	0.999956330866741
gene_228	335.581365518877	0.221866306685217	0.215909989740175	1.02758703732148	0.304144124339796	0.999956330866741
gene_229	11.2562853754165	0.159191628189615	1.04824888034931	0.151864343643817	0.879293931694196	0.999956330866741
gene_230	286.571961666155	-0.203034247868998	0.249260567799431	-0.814546198227272	0.415332117725545	0.999956330866741
gene_231	131.807622567044	-0.106085339373235	0.262439035782296	-0.404228506087171	0.686044693411334	0.999956330866741
gene_232	259.923196848342	0.3290667161707	0.313319879662222	1.05025801913831	0.293599500837303	0.999956330866741
gene_233	141.099151121417	-0.121548493588024	0.255720580447129	-0.47531760398594203	0.634560613434686	0.999956330866741
gene_234	631.525090690306	-0.133215422399236	0.23282797510609	-0.572162440267477	0.567211930625687	0.999956330866741
gene_235	3376.36541711606	-0.200519641402159	0.306527317948413	-0.654165647434741	0.513005090999675	0.999956330866741
gene_236	3311.91679054977	0.275709636605719	0.38479997352187	0.716501183932771	0.473681936719254	0.999956330866741
gene_237	18.4845344550935	0.271403236783908	0.747132006275669	0.363260085907454	0.716410606562198	0.999956330866741
gene_238	14.629837298776	0.152546592992262	0.775080596361522	0.196813845822441	0.843973215638571	0.999956330866741
gene_239	69.7333725477662	0.616900977830806	0.407077504439426	1.51543863540267	0.129661359461372	0.999956330866741
gene_240	6.32901009106621	0.301197716031981	1.10783203369845	0.271880309351991	0.785714051994843	0.999956330866741
gene_241	97.2184903109585	-0.246517225112599	0.299551300069612	-0.822954949804297	0.41053361257305	0.999956330866741
gene_242	310.539321669411	-0.219292735822588	0.225265267407504	-0.973486673495424	0.330311480367225	0.999956330866741
gene_243	76.1787529250817	-0.207742024329082	0.344187613544096	-0.603572052433745	0.546128198304835	0.999956330866741
gene_244	208.29459200451	0.382073323977991	0.26350698644007	1.44995519526723	0.147071013923698	0.999956330866741
gene_245	2135.09047958308	-0.195622395014781	0.172762639760866	-1.13231885832236	0.257500404498748	0.999956330866741
gene_246	276.357513607754	0.0798068814251902	0.333107692590989	0.23958282321382	0.810653682093366	0.999956330866741
gene_247	5.28927059649853	1.81225578303476	1.72220258518891	1.05228954980112	0.29266672474104	0.999956330866741
gene_248	16.040176106595	0.823600032885165	1.09222621046554	0.754056279728101	0.450815428401554	0.999956330866741
gene_249	82.1235645155289	0.524373810251933	0.369183460207156	1.4203610583142	0.155502593718166	0.999956330866741
gene_250	226.985581415194	-0.248767727635157	0.599647014212702	-0.414856943733429	0.678246630845168	0.999956330866741
gene_251	116.985478853165	0.09486432288716	0.319117212291608	0.297271094235034	0.766259548136283	0.999956330866741
gene_252	37.5819343317649	0.0946062537111736	0.531148655593931	0.178116338457799	0.858631610968604	0.999956330866741
gene_253	19.2671251623396	2.66887526166237	1.18678066669994	2.24883614685404	0.0245229226995756	0.537535501118223
gene_254	58.6492070996855	0.213816149023735	0.34489048738133	0.619953744294861	0.535288240647089	0.999956330866741
gene_255	20.8467729169763	0.150744966552221	0.535885296140679	0.281300807538201	0.778479690982733	0.999956330866741
gene_256	3.43021078960082	-2.58700974266623	1.45145671107517	-1.78235404674928	0.0746915142491986	0.883508377362684
gene_257	35.9031358795041	-0.322226110579439	0.582842146609827	-0.552853139488464	0.580363977551625	0.999956330866741
gene_258	1359.24444941378	-0.326835600133097	0.259522289038608	-1.25937391098024	0.207895308146897	0.999956330866741
